Attrition,BusinessTravel,CF_ageband,CF_attritionlabel,Department,EducationField,EmployeeNumber,Gender,JobRole,MaritalStatus,OverTime,Over18,TrainingTimesLastYear,Age,CF_currentEmployee,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,Non-Travel,45 - 54,Current Employees,R&D,Life Sciences,1002,Male,Laboratory Technician,Married,Yes,Y,2,45,1,23,Associates Degree,1,4,42,3,2,1,3633,14039,1,15,3,3,80,1,9,3,9,8,0,8
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,1003,Female,Sales Executive,Single,Yes,Y,0,47,1,4,Associates Degree,1,4,83,3,2,4,4163,8571,1,17,3,3,80,0,9,3,9,0,0,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,1004,Female,Research Scientist,Married,Yes,Y,2,30,0,22,Bachelor's Degree,1,1,48,3,1,3,2132,11539,4,11,3,2,80,0,7,3,5,2,0,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1005,Male,Manufacturing Director,Married,Yes,Y,2,50,1,24,Bachelor's Degree,1,4,95,3,4,3,13973,4161,3,18,3,4,80,1,22,3,12,11,1,5
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,1006,Male,Research Scientist,Married,No,Y,0,38,1,10,High School,1,3,66,3,1,3,2684,12127,0,17,3,2,80,1,3,2,2,1,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1007,Male,Manufacturing Director,Divorced,No,Y,3,46,1,7,Associates Degree,1,4,75,3,3,3,10845,24208,6,13,3,2,80,1,13,3,8,7,0,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,1009,Female,Manufacturing Director,Divorced,No,Y,6,24,1,17,High School,1,4,41,2,2,3,4377,24117,1,15,3,2,80,2,5,3,4,2,3,2
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Other,1010,Male,Laboratory Technician,Divorced,Yes,Y,2,35,0,14,Master's Degree,1,3,39,2,1,2,3743,10074,1,24,4,4,80,1,5,1,4,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1011,Female,Manufacturing Director,Married,No,Y,1,31,1,1,High School,1,3,96,3,2,1,4148,11275,1,12,3,3,80,1,4,3,4,3,0,3
No,Non-Travel,Under 25,Current Employees,R&D,Life Sciences,1012,Male,Research Scientist,Single,No,Y,2,18,1,5,Associates Degree,1,2,73,3,1,4,1051,13493,1,15,3,4,80,0,0,3,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,1013,Female,Manufacturing Director,Married,No,Y,2,54,1,17,Bachelor's Degree,1,3,56,3,3,3,10739,13943,8,11,3,3,80,1,22,3,10,7,0,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1014,Female,Healthcare Representative,Divorced,Yes,Y,3,35,1,25,Master's Degree,1,3,57,3,3,3,10388,6975,1,11,3,3,80,1,16,2,16,10,10,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1015,Female,Research Director,Married,Yes,Y,4,30,1,8,Associates Degree,1,2,73,4,3,1,11416,17802,0,12,3,3,80,3,9,2,8,7,1,7
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,1016,Female,Research Scientist,Single,Yes,Y,2,20,0,11,Bachelor's Degree,1,4,98,2,1,1,2600,18275,1,15,3,1,80,0,1,3,1,0,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,1017,Female,Laboratory Technician,Single,No,Y,3,30,0,5,Bachelor's Degree,1,2,60,3,1,2,2422,25725,0,17,3,1,80,0,4,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1018,Male,Manufacturing Director,Married,No,Y,2,26,1,2,Associates Degree,1,4,32,4,2,4,5472,3334,1,12,3,2,80,0,8,3,8,7,1,3
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,1019,Male,Laboratory Technician,Married,No,Y,3,22,1,8,High School,1,2,94,1,1,1,2451,6881,1,15,3,1,80,1,4,2,4,3,1,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1022,Male,Healthcare Representative,Single,No,Y,0,48,1,6,Bachelor's Degree,1,1,97,2,2,3,4240,13119,2,13,3,4,80,0,19,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1024,Male,Healthcare Representative,Single,No,Y,3,48,1,4,Master's Degree,1,3,78,2,3,3,10999,22245,7,14,3,2,80,0,27,3,15,11,4,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1025,Female,Manufacturing Director,Single,No,Y,6,41,1,7,Associates Degree,1,4,42,3,2,3,5003,23371,6,14,3,2,80,0,8,3,2,2,2,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1026,Female,Manufacturing Director,Married,No,Y,3,39,1,1,High School,1,4,65,2,4,4,12742,7060,1,16,3,3,80,1,21,3,21,6,11,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1027,Female,Manufacturing Director,Married,No,Y,2,27,1,2,Master's Degree,1,1,47,3,2,4,4227,4658,0,18,3,2,80,1,4,3,3,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,1028,Male,Laboratory Technician,Divorced,No,Y,4,35,1,10,Bachelor's Degree,1,2,45,3,1,4,3917,9541,1,20,4,1,80,1,3,2,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1029,Male,Manager,Married,No,Y,3,42,1,5,Associates Degree,1,4,90,3,5,3,18303,7770,6,13,3,2,80,0,21,4,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1030,Male,Laboratory Technician,Married,No,Y,5,50,1,9,Bachelor's Degree,1,1,64,3,1,4,2380,20165,4,18,3,2,80,0,8,3,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,1032,Female,Manufacturing Director,Single,Yes,Y,4,59,1,2,Bachelor's Degree,1,3,69,2,4,4,13726,21829,3,13,3,1,80,0,30,3,5,3,4,3
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Medical,1033,Female,Healthcare Representative,Married,No,Y,2,37,0,11,Associates Degree,1,1,61,1,2,2,4777,14382,5,15,3,1,80,0,15,1,1,0,0,0
No,Travel_Frequently,Over 55,Current Employees,R&D,Medical,1034,Male,Healthcare Representative,Married,Yes,Y,3,55,1,18,Master's Degree,1,3,62,3,2,2,6385,12992,3,14,3,4,80,2,17,3,8,7,6,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,1035,Female,Research Director,Divorced,No,Y,3,41,1,7,High School,1,2,55,1,5,3,19973,20284,1,22,4,2,80,2,21,3,21,16,5,10
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1036,Male,Sales Executive,Single,Yes,Y,1,38,1,3,Master's Degree,1,2,42,3,2,4,6861,4981,8,12,3,3,80,0,19,3,1,0,0,0
Yes,Non-Travel,25 - 34,Ex-Employees,Sales,Medical,1037,Male,Sales Executive,Single,No,Y,6,26,0,29,Associates Degree,1,2,79,1,2,1,4969,21813,8,18,3,4,80,0,7,3,2,2,2,2
Yes,Travel_Rarely,45 - 54,Ex-Employees,Sales,Marketing,1038,Female,Manager,Married,No,Y,3,52,0,2,High School,1,1,57,1,5,4,19845,25846,1,15,3,4,80,1,33,3,32,14,6,9
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,1039,Female,Sales Executive,Married,Yes,Y,2,44,1,28,Bachelor's Degree,1,4,53,4,4,4,13320,11737,3,18,3,3,80,1,23,3,12,11,11,11
No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,1040,Female,Sales Executive,Married,No,Y,3,50,1,1,Bachelor's Degree,1,4,95,3,2,3,6347,24920,0,12,3,1,80,1,19,3,18,7,0,13
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Life Sciences,1042,Female,Laboratory Technician,Single,No,Y,1,36,0,16,Master's Degree,1,3,43,4,1,1,2743,8269,1,16,3,3,80,0,18,3,17,13,15,14
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,1043,Female,Manufacturing Director,Single,Yes,Y,2,39,1,22,Bachelor's Degree,1,4,82,3,3,1,10880,5083,1,13,3,3,80,0,21,3,21,6,2,8
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,1044,Female,Sales Representative,Single,No,Y,2,33,1,8,High School,1,2,88,2,1,4,2342,21437,0,19,3,4,80,0,3,2,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,1045,Female,Manager,Married,No,Y,4,45,1,11,Associates Degree,1,4,90,3,4,4,17650,5404,3,13,3,2,80,1,26,4,9,3,1,1
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,1046,Female,Laboratory Technician,Single,No,Y,2,32,1,29,Master's Degree,1,4,69,3,1,3,4025,11135,9,12,3,2,80,0,10,3,8,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,1047,Male,Sales Executive,Divorced,No,Y,2,34,1,1,Master's Degree,1,2,75,4,2,4,9725,12278,0,11,3,4,80,1,16,2,15,1,0,9
No,Travel_Rarely,Over 55,Current Employees,Sales,Technical Degree,1048,Male,Manager,Married,Yes,Y,1,59,1,1,Associates Degree,1,2,66,3,3,4,11904,11038,3,14,3,3,80,1,14,1,6,4,0,4
No,Travel_Rarely,45 - 54,Current Employees,HR,Medical,1049,Male,Human Resources,Single,No,Y,3,45,1,24,Master's Degree,1,2,36,3,1,2,2177,8318,1,16,3,1,80,0,6,3,6,3,0,4
No,Travel_Frequently,45 - 54,Current Employees,Sales,Marketing,1050,Female,Sales Executive,Married,No,Y,2,53,1,2,Bachelor's Degree,1,3,38,2,3,2,7525,23537,2,12,3,1,80,1,30,3,15,7,6,12
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Other,1052,Male,Laboratory Technician,Divorced,No,Y,3,36,0,15,Bachelor's Degree,1,1,81,3,2,3,4834,7858,7,14,3,2,80,1,9,2,1,0,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,1053,Male,Research Scientist,Married,Yes,Y,2,26,0,2,Bachelor's Degree,1,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,1055,Female,Sales Representative,Married,Yes,Y,2,34,1,10,Master's Degree,1,3,87,3,1,3,2220,18410,1,19,3,4,80,1,1,3,1,1,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1056,Male,Sales Representative,Married,No,Y,5,28,1,10,High School,1,4,74,3,1,2,1052,23384,1,22,4,2,80,0,1,3,1,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Other,1060,Male,Research Scientist,Married,No,Y,2,38,1,3,Master's Degree,1,3,44,3,1,3,2821,2997,3,16,3,1,80,1,8,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1061,Male,Research Director,Married,Yes,Y,2,50,1,2,Master's Degree,1,2,62,3,5,3,19237,12853,2,11,3,4,80,1,29,2,8,1,7,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,1062,Female,Healthcare Representative,Single,No,Y,3,37,1,3,Bachelor's Degree,1,4,35,3,2,2,4107,13848,3,15,3,1,80,0,8,2,4,3,0,1
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1066,Male,Sales Executive,Married,No,Y,3,40,1,26,Bachelor's Degree,1,3,74,3,2,1,8396,22217,1,14,3,2,80,1,8,2,7,7,7,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,1068,Female,Research Scientist,Divorced,No,Y,5,26,1,1,High School,1,1,66,2,1,3,2007,25265,1,13,3,3,80,2,5,3,5,3,1,3
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1069,Male,Research Director,Divorced,No,Y,0,46,1,1,Master's Degree,1,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,1070,Female,Sales Executive,Married,No,Y,4,54,1,2,Master's Degree,1,3,41,2,3,3,10686,8392,6,11,3,2,80,1,13,3,9,4,7,0
No,Travel_Frequently,Over 55,Current Employees,R&D,Medical,1071,Female,Research Scientist,Married,No,Y,4,56,1,9,Bachelor's Degree,1,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,3,5,4,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1073,Female,Manufacturing Director,Single,No,Y,2,36,1,12,Doctoral Degree,1,4,51,2,3,4,8858,15669,0,11,3,2,80,0,15,2,14,8,7,8
No,Non-Travel,Over 55,Current Employees,R&D,Medical,1074,Male,Manager,Single,No,Y,3,55,1,2,High School,1,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,4,9,7,6,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,1076,Male,Sales Executive,Divorced,No,Y,5,43,1,25,Bachelor's Degree,1,3,79,2,3,4,10798,5268,5,13,3,3,80,1,18,3,1,0,0,0
Yes,Travel_Frequently,Under 25,Ex-Employees,Sales,Marketing,1077,Female,Sales Representative,Single,Yes,Y,3,20,0,9,Bachelor's Degree,1,4,54,3,1,4,2323,17205,1,14,3,2,80,0,2,3,2,2,0,2
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Life Sciences,1079,Female,Laboratory Technician,Single,No,Y,6,21,0,10,Bachelor's Degree,1,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,2,1,0,1,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1080,Female,Research Scientist,Divorced,Yes,Y,2,46,1,8,Master's Degree,1,4,74,2,2,1,4615,21029,8,23,4,1,80,3,19,3,16,13,1,7
Yes,Travel_Rarely,45 - 54,Ex-Employees,R&D,Life Sciences,1081,Male,Research Scientist,Married,Yes,Y,2,51,0,4,Master's Degree,1,1,34,3,1,3,2461,10332,9,12,3,3,80,3,18,4,10,0,2,7
Yes,Non-Travel,25 - 34,Ex-Employees,R&D,Technical Degree,1082,Male,Healthcare Representative,Single,No,Y,2,28,0,24,Associates Degree,1,2,72,2,3,1,8722,12355,1,12,3,1,80,0,10,2,10,7,1,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1083,Male,Laboratory Technician,Married,No,Y,2,26,1,1,Associates Degree,1,1,59,2,1,1,3955,11141,1,16,3,1,80,2,6,3,5,3,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,1084,Male,Manufacturing Director,Married,No,Y,1,30,1,20,Bachelor's Degree,1,3,85,3,2,1,9957,9096,0,15,3,3,80,1,7,2,6,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,1085,Female,Research Scientist,Married,No,Y,3,41,1,7,Associates Degree,1,2,43,4,1,3,3376,18863,1,13,3,3,80,0,10,3,10,6,0,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1088,Female,Healthcare Representative,Married,No,Y,4,38,1,17,High School,1,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,2,19,9,1,9
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,1092,Male,Healthcare Representative,Married,No,Y,6,40,1,20,Master's Degree,1,1,61,3,3,4,10322,26542,4,20,4,4,80,1,14,3,11,10,11,1
No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,1094,Male,Laboratory Technician,Married,No,Y,4,27,1,8,Doctoral Degree,1,1,87,1,1,3,4621,5869,1,19,3,4,80,3,3,3,3,2,1,2
No,Travel_Frequently,Over 55,Current Employees,R&D,Life Sciences,1096,Male,Manufacturing Director,Married,No,Y,4,55,1,2,High School,1,4,65,3,3,2,10976,15813,3,18,3,2,80,1,23,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,1097,Female,Research Scientist,Single,No,Y,4,28,1,10,Bachelor's Degree,1,3,59,3,2,3,3660,7909,3,13,3,4,80,0,10,4,8,7,1,7
Yes,Travel_Rarely,35 - 44,Ex-Employees,HR,Medical,1098,Male,Human Resources,Married,No,Y,1,44,0,1,Associates Degree,1,2,91,2,3,1,10482,2326,9,14,3,4,80,1,24,3,20,6,3,6
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1099,Male,Healthcare Representative,Divorced,No,Y,2,33,1,5,Bachelor's Degree,1,4,34,2,3,4,7119,21214,4,15,3,3,80,1,9,3,3,2,1,2
Yes,Travel_Rarely,35 - 44,Ex-Employees,Sales,Technical Degree,1100,Male,Sales Executive,Single,Yes,Y,2,35,0,4,Bachelor's Degree,1,4,86,3,3,1,9582,10333,0,22,4,1,80,0,9,3,8,7,4,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,1101,Female,Research Scientist,Single,No,Y,4,33,0,29,Master's Degree,1,1,54,2,2,3,4508,3129,1,22,4,2,80,0,14,3,13,7,3,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1102,Male,Laboratory Technician,Divorced,No,Y,5,28,1,15,Associates Degree,1,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,2,4,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1103,Male,Healthcare Representative,Single,No,Y,1,34,1,3,High School,1,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,2,6,2,0,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1105,Female,Sales Executive,Divorced,Yes,Y,5,37,1,10,Master's Degree,1,4,88,2,2,4,6694,24223,2,14,3,3,80,3,8,3,1,0,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,1106,Male,Laboratory Technician,Married,Yes,Y,3,25,0,4,High School,1,4,32,3,1,4,3691,4605,1,15,3,2,80,1,7,4,7,7,5,6
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,1107,Male,Laboratory Technician,Divorced,No,Y,0,26,0,21,Bachelor's Degree,1,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,2,1,1,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,1108,Male,Research Scientist,Single,Yes,Y,0,33,0,25,Bachelor's Degree,1,1,55,2,1,2,2313,2993,4,20,4,2,80,0,5,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1109,Male,Manager,Married,No,Y,3,42,1,2,Associates Degree,1,4,35,3,4,1,17665,14399,0,17,3,4,80,1,23,3,22,6,13,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,1111,Male,Laboratory Technician,Divorced,No,Y,2,28,0,1,Bachelor's Degree,1,1,45,2,1,2,2596,7160,1,15,3,1,80,2,1,3,1,0,0,0
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Other,1113,Male,Sales Executive,Single,Yes,Y,4,50,0,1,Master's Degree,1,4,81,3,2,3,4728,17251,3,14,3,4,80,0,5,3,0,0,0,0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,1114,Female,Sales Executive,Married,No,Y,3,33,1,7,Bachelor's Degree,1,4,30,3,2,2,4302,13401,0,17,3,3,80,1,4,3,3,2,0,2
No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,1115,Male,Research Scientist,Married,No,Y,2,34,1,3,Master's Degree,1,3,40,2,1,4,2979,22478,3,17,3,4,80,3,6,3,0,0,0,0
No,Non-Travel,45 - 54,Current Employees,R&D,Medical,1116,Male,Manager,Single,No,Y,3,48,1,1,Master's Degree,1,1,35,4,4,4,16885,16154,2,22,4,3,80,0,27,2,5,4,2,1
No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,1117,Female,Sales Executive,Married,No,Y,2,45,1,9,Master's Degree,1,2,65,2,2,3,5593,17970,1,13,3,4,80,1,15,3,15,10,4,12
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1118,Male,Healthcare Representative,Single,No,Y,4,52,1,7,Master's Degree,1,2,87,3,3,2,10445,15322,7,19,3,4,80,0,18,3,8,6,4,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1119,Male,Sales Executive,Divorced,Yes,Y,2,38,1,10,Master's Degree,1,3,73,2,3,3,8740,5569,0,14,3,2,80,2,9,3,8,7,2,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1120,Female,Research Scientist,Divorced,No,Y,1,29,1,28,Master's Degree,1,3,93,3,1,4,2514,26968,4,22,4,1,80,1,11,3,7,5,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1121,Female,Manufacturing Director,Divorced,No,Y,3,28,1,3,Bachelor's Degree,1,4,93,3,3,2,7655,8039,0,17,3,2,80,3,10,2,9,7,1,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,1124,Male,Manager,Married,No,Y,3,46,1,3,High School,1,1,52,3,4,3,17465,15596,3,12,3,4,80,1,23,3,12,9,4,9
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1125,Male,Sales Executive,Single,No,Y,2,38,1,2,Associates Degree,1,4,32,3,3,2,7351,20619,7,16,3,3,80,0,10,3,1,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,1126,Female,Manufacturing Director,Married,No,Y,1,43,1,27,Bachelor's Degree,1,3,83,3,3,1,10820,11535,8,11,3,3,80,1,18,3,8,7,0,1
Yes,Travel_Frequently,35 - 44,Ex-Employees,R&D,Life Sciences,1127,Male,Healthcare Representative,Divorced,No,Y,4,39,0,2,Bachelor's Degree,1,1,84,3,4,4,12169,13547,7,11,3,4,80,3,21,3,18,7,11,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1128,Male,Research Director,Single,No,Y,2,40,1,14,Bachelor's Degree,1,3,44,2,5,3,19626,17544,1,14,3,1,80,0,21,4,20,7,4,9
No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,1131,Female,Research Scientist,Single,Yes,Y,6,21,1,1,High School,1,4,70,2,1,2,2070,25326,1,11,3,3,80,0,2,4,2,2,2,2
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,1132,Male,Laboratory Technician,Single,No,Y,2,39,1,9,Bachelor's Degree,1,3,70,3,2,2,6782,8770,9,15,3,3,80,0,9,2,5,4,0,3
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,1133,Male,Manufacturing Director,Single,No,Y,0,36,1,18,Master's Degree,1,1,78,3,2,4,7779,23238,2,20,4,1,80,0,18,3,11,9,0,9
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,1135,Male,Sales Representative,Married,No,Y,4,31,1,20,Bachelor's Degree,1,3,67,4,1,4,2791,21981,0,12,3,1,80,1,3,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1136,Male,Research Scientist,Married,No,Y,2,28,1,2,High School,1,1,67,2,1,2,3201,19911,0,17,3,1,80,0,6,1,5,3,0,4
No,Travel_Frequently,35 - 44,Current Employees,Sales,Marketing,1137,Male,Sales Executive,Divorced,No,Y,3,35,1,11,Associates Degree,1,4,54,3,2,4,4968,18500,1,11,3,4,80,1,5,3,5,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,Sales,Technical Degree,1138,Male,Sales Executive,Married,No,Y,3,49,1,8,Master's Degree,1,4,56,2,4,2,13120,11879,6,17,3,2,80,1,22,3,9,8,2,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1140,Male,Manufacturing Director,Single,No,Y,3,34,1,2,Associates Degree,1,4,95,3,2,3,4033,15834,2,11,3,4,80,0,5,2,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1143,Female,Research Scientist,Divorced,No,Y,2,29,1,10,Bachelor's Degree,1,4,61,3,1,2,3291,17940,0,14,3,4,80,2,8,2,7,5,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1148,Male,Laboratory Technician,Single,No,Y,3,42,1,29,Bachelor's Degree,1,2,56,1,2,4,4272,9558,4,19,3,1,80,0,16,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1150,Male,Manufacturing Director,Married,Yes,Y,2,29,1,8,High School,1,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,10,7,1,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,1152,Male,Human Resources,Married,No,Y,2,38,1,1,Bachelor's Degree,1,3,37,4,1,3,2844,6004,1,13,3,4,80,1,7,4,7,6,5,0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1154,Male,Research Scientist,Divorced,Yes,Y,2,28,1,6,Bachelor's Degree,1,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,3,3,1,0,2
Yes,Non-Travel,Under 25,Ex-Employees,R&D,Medical,1156,Male,Laboratory Technician,Single,No,Y,0,18,0,8,High School,1,3,80,3,1,3,1904,13556,1,12,3,4,80,0,0,3,0,0,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,1157,Female,Sales Executive,Single,Yes,Y,3,33,0,9,Master's Degree,1,1,77,3,2,1,8224,18385,0,17,3,1,80,0,6,3,5,2,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1158,Male,Laboratory Technician,Married,Yes,Y,4,41,1,12,Master's Degree,1,2,46,3,1,4,4766,9051,3,11,3,1,80,1,6,3,1,0,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,1160,Male,Laboratory Technician,Married,No,Y,5,31,0,15,Bachelor's Degree,1,3,72,3,1,3,2610,6233,1,12,3,3,80,1,2,2,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1161,Female,Healthcare Representative,Divorced,No,Y,2,37,1,25,Associates Degree,1,3,52,2,2,4,5731,17171,7,13,3,3,80,2,9,3,6,2,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1162,Male,Research Scientist,Married,No,Y,0,27,1,6,Bachelor's Degree,1,4,55,2,1,3,2539,7950,1,13,3,3,80,1,4,3,4,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,1163,Female,Sales Executive,Married,No,Y,3,34,1,9,High School,1,2,70,3,2,3,5714,5829,1,20,4,1,80,0,6,2,6,5,1,3
No,Travel_Rarely,35 - 44,Current Employees,HR,Technical Degree,1164,Male,Human Resources,Single,No,Y,2,35,1,8,Master's Degree,1,3,100,3,1,3,4323,7108,1,17,3,2,80,0,6,1,5,4,1,4
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Life Sciences,1165,Female,Sales Executive,Married,No,Y,3,29,0,23,High School,1,4,45,2,3,1,7336,11162,1,13,3,1,80,1,11,1,11,8,3,10
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,1166,Female,Research Director,Single,No,Y,3,40,1,9,Master's Degree,1,2,88,3,3,3,13499,13782,9,17,3,3,80,0,20,2,18,7,2,13
Yes,Travel_Frequently,35 - 44,Ex-Employees,Sales,Life Sciences,1167,Male,Sales Executive,Single,Yes,Y,2,42,0,12,Bachelor's Degree,1,3,44,3,4,1,13758,2447,0,12,3,2,80,0,22,2,21,9,13,14
